Ano;Mês;UF;  IRPF  
2011;Agosto;GO;36.674.207
2011;Agosto;MA;13.989.252
2011;Agosto;MT;16.554.256
2011;Agosto;MS;17.727.772
2011;Agosto;MG;115.678.368
2011;Agosto;PA;17.570.242
2011;Agosto;PB;12.700.336
2011;Agosto;PR;107.584.652
2011;Agosto;PE;34.986.650
2011;Agosto;PI;9.055.106
2011;Agosto;RJ;273.542.253
2011;Agosto;RN;13.779.699
2011;Agosto;RS;94.634.829
2011;Agosto;RO;6.929.076
2011;Agosto;RR;2.946.006
2011;Agosto;SC;42.739.569
2011;Agosto;SP;713.699.628
2011;Agosto;SE;15.880.258
2011;Agosto;TO;3.315.384
2011;Setembro;AC;2.760.373
2011;Setembro;AL;9.569.986
2011;Setembro;AP;2.137.938
2011;Setembro;AM;12.362.797
2011;Setembro;BA;37.516.760
2011;Setembro;CE;21.312.911
2011;Setembro;DF;37.389.481
2011;Setembro;ES;21.361.988
2011;Setembro;GO;28.473.299
2011;Setembro;MA;11.095.679
2011;Setembro;MT;14.768.437
2011;Setembro;MS;15.962.336
2011;Setembro;MG;139.506.557
2011;Setembro;PA;15.725.783
2011;Setembro;PB;10.662.331
2011;Setembro;PR;73.798.019
2011;Setembro;PE;30.045.863
2011;Setembro;PI;7.033.409
2011;Setembro;RJ;237.913.117
2011;Setembro;RN;11.800.705
2011;Setembro;RS;90.473.710
2011;Setembro;RO;5.918.834
2011;Setembro;RR;2.358.034
2011;Setembro;SC;39.650.857
2011;Setembro;SP;670.684.092
2011;Setembro;SE;10.583.728
2011;Setembro;TO;2.938.523
2011;Outubro;AC;2.609.585
2011;Outubro;AL;9.490.937
2011;Outubro;AP;2.082.573
2011;Outubro;AM;11.029.865
2011;Outubro;BA;33.750.700
2011;Outubro;CE;23.218.035
2011;Outubro;DF;33.366.459
2011;Outubro;ES;19.365.568
2011;Outubro;GO;59.374.104
2011;Outubro;MA;10.803.605
2011;Outubro;MT;13.786.517
2011;Outubro;MS;14.549.453
2011;Outubro;MG;111.691.333
2011;Outubro;PA;15.775.399
2011;Outubro;PB;10.816.283
2011;Outubro;PR;66.272.719
2011;Outubro;PE;90.346.236
2011;Outubro;PI;6.967.915
2011;Outubro;RJ;438.499.590
2011;Outubro;RN;12.120.365
2011;Outubro;RS;102.247.442
2011;Outubro;RO;6.200.167
2011;Outubro;RR;2.449.962
2011;Outubro;SC;34.778.457
2011;Outubro;SP;1.216.619.339
2011;Outubro;SE;32.281.345
2011;Outubro;TO;3.188.629
2011;Novembro;AC;2.710.267
2011;Novembro;AL;9.244.207
2011;Novembro;AP;1.927.257
2011;Novembro;AM;12.636.638
2011;Novembro;BA;34.452.684
2011;Novembro;CE;29.263.816
2011;Novembro;DF;33.015.969
2011;Novembro;ES;22.610.925
2011;Novembro;GO;26.384.932
2011;Novembro;MA;10.645.813
2011;Novembro;MT;16.147.229
2011;Novembro;MS;16.459.115
2011;Novembro;MG;111.495.070
2011;Novembro;PA;15.586.899
2011;Novembro;PB;10.520.757
2011;Novembro;PR;82.372.502
2011;Novembro;PE;29.751.081
2011;Novembro;PI;6.967.955
2011;Novembro;RJ;239.337.240
2011;Novembro;RN;11.102.723
2011;Novembro;RS;86.083.559
2011;Novembro;RO;5.718.313
2011;Novembro;RR;1.899.474
2011;Novembro;SC;35.976.929
2011;Novembro;SP;551.915.416
2011;Novembro;SE;8.005.091
2011;Novembro;TO;2.706.933
2011;Dezembro;AC;1.658.545
2011;Dezembro;AL;4.791.197
2011;Dezembro;AP;1.563.501
2011;Dezembro;AM;7.186.219
2011;Dezembro;BA;17.654.702
2011;Dezembro;CE;12.080.129
2011;Dezembro;DF;27.521.585
2011;Dezembro;ES;11.418.214
2011;Dezembro;GO;59.762.707
2011;Dezembro;MA;5.095.999
2011;Dezembro;MT;6.616.939
2011;Dezembro;MS;8.354.636
2011;Dezembro;MG;88.802.637
2011;Dezembro;PA;10.019.014
2011;Dezembro;PB;5.115.447
2011;Dezembro;PR;41.444.297
2011;Dezembro;PE;15.933.260
2011;Dezembro;PI;3.093.315
2011;Dezembro;RJ;168.024.392
2011;Dezembro;RN;5.545.793
2011;Dezembro;RS;57.434.033
2011;Dezembro;RO;3.594.894
2011;Dezembro;RR;1.498.220
2011;Dezembro;SC;31.523.262
2011;Dezembro;SP;633.945.592
2011;Dezembro;SE;4.344.243
2011;Dezembro;TO;1.683.855
2012;Janeiro;AC;1.798.086
2012;Janeiro;AL;4.719.428
2012;Janeiro;AP;1.378.739
2012;Janeiro;AM;7.373.635
2012;Janeiro;BA;15.901.271
2012;Janeiro;CE;48.368.166
2012;Janeiro;DF;21.321.764
2012;Janeiro;ES;14.483.190
2012;Janeiro;GO;55.930.321
2012;Janeiro;MA;5.663.416
2012;Janeiro;MT;7.210.239
2012;Janeiro;MS;7.965.280
2012;Janeiro;MG;78.077.829
2012;Janeiro;PA;8.179.505
2012;Janeiro;PB;4.323.346
2012;Janeiro;PR;183.929.300
2012;Janeiro;PE;16.073.610
2012;Janeiro;PI;2.925.751
2012;Janeiro;RJ;187.810.858
2012;Janeiro;RN;5.105.732
2012;Janeiro;RS;77.273.145
2012;Janeiro;RO;2.849.027
2012;Janeiro;RR;1.383.863
2012;Janeiro;SC;26.756.918
2012;Janeiro;SP;380.109.205
2012;Janeiro;SE;19.244.723
2012;Janeiro;TO;2.054.134
2012;Fevereiro;AC;1.092.802
2012;Fevereiro;AL;3.264.063
2012;Fevereiro;AP;1.114.253
2012;Fevereiro;AM;5.834.736
2012;Fevereiro;BA;13.343.469
2012;Fevereiro;CE;10.819.683
2012;Fevereiro;DF;18.361.086
2012;Fevereiro;ES;9.596.110
2012;Fevereiro;GO;14.478.059
2012;Fevereiro;MA;10.094.123
2012;Fevereiro;MT;5.993.643
2012;Fevereiro;MS;5.753.280
2012;Fevereiro;MG;58.534.259
2012;Fevereiro;PA;9.355.683
2012;Fevereiro;PB;4.540.442
2012;Fevereiro;PR;33.207.880
2012;Fevereiro;PE;12.350.574
2012;Fevereiro;PI;2.525.698
2012;Fevereiro;RJ;197.869.330
2012;Fevereiro;RN;5.025.755
2012;Fevereiro;RS;44.772.284
2012;Fevereiro;RO;2.564.801
2012;Fevereiro;RR;1.032.115
2012;Fevereiro;SC;22.566.352
2012;Fevereiro;SP;358.443.036
2012;Fevereiro;SE;3.720.695
2012;Fevereiro;TO;1.347.998
2012;Março;AC;1.361.433
2012;Março;AL;3.718.206
2012;Março;AP;1.141.336
2012;Março;AM;6.445.399
2012;Março;BA;49.634.263
2012;Março;CE;18.247.169
2012;Março;DF;22.154.271
2012;Março;ES;11.612.355
2012;Março;GO;14.874.276
2012;Março;MA;4.587.173
2012;Março;MT;6.115.280
2012;Março;MS;6.759.266
2012;Março;MG;58.926.672
2012;Março;PA;8.352.916
2012;Março;PB;5.570.985
2012;Março;PR;38.520.003
2012;Março;PE;17.143.266
2012;Março;PI;2.843.661
2012;Março;RJ;189.809.190
2012;Março;RN;7.323.151
2012;Março;RS;53.540.213
2012;Março;RO;2.813.441
2012;Março;RR;1.067.958
2012;Março;SC;22.283.227
2012;Março;SP;432.117.555
2012;Março;SE;3.791.395
2012;Março;TO;1.868.129
2012;Abril;AC;6.126.347
2012;Abril;AL;43.334.766
2012;Abril;AP;5.740.112
2012;Abril;AM;32.965.330
2012;Abril;BA;120.426.082
2012;Abril;CE;97.984.643
2012;Abril;DF;151.612.345
2012;Abril;ES;96.234.305
2012;Abril;GO;123.542.773
2012;Abril;MA;28.089.326
2012;Abril;MT;60.107.056
2012;Abril;MS;68.202.066
2012;Abril;MG;489.799.849
2012;Abril;PA;61.653.512
2012;Abril;PB;54.479.871
2012;Abril;PR;398.028.921
2012;Abril;PE;151.346.783
2012;Abril;PI;26.626.468
2012;Abril;RJ;857.665.790
2012;Abril;RN;45.787.913
2012;Abril;RS;413.038.003
2012;Abril;RO;23.338.163
2012;Abril;RR;5.787.476
2012;Abril;SC;182.349.154
2012;Abril;SP;2.124.583.437
2012;Abril;SE;38.089.661
2012;Abril;TO;9.844.097
2012;Maio;AC;4.613.929
2012;Maio;AL;16.959.737
2012;Maio;AM;20.305.455
2012;Maio;AP;5.495.371
2012;Maio;BA;61.366.339
2012;Maio;CE;35.216.370
2012;Maio;DF;62.878.272
2012;Maio;ES;35.836.475
2012;Maio;GO;60.262.843
2012;Maio;MA;17.145.474
2012;Maio;MG;176.515.195
2012;Maio;MS;28.206.192
2012;Maio;MT;26.346.237
2012;Maio;PA;26.660.411
2012;Maio;PB;23.143.871
2012;Maio;PE;56.839.717
2012;Maio;PI;12.069.889
2012;Maio;PR;120.303.373
2012;Maio;RJ;395.935.311
2012;Maio;RN;19.722.146
2012;Maio;RO;10.280.859
2012;Maio;RR;5.392.931
2012;Maio;RS;157.149.441
2012;Maio;SC;84.555.608
2012;Maio;SE;16.864.495
2012;Maio;SP;904.702.911
2012;Maio;TO;5.966.945
2012;Junho;AC;3.909.832
2012;Junho;AL;13.266.147
2012;Junho;AM;15.947.041
2012;Junho;AP;2.782.706
2012;Junho;BA;48.980.870
2012;Junho;CE;34.855.736
2012;Junho;DF;111.124.627
2012;Junho;ES;31.417.534
2012;Junho;GO;77.223.137
2012;Junho;MA;14.736.564
2012;Junho;MG;165.562.158
2012;Junho;MS;24.388.960
2012;Junho;MT;22.235.935
2012;Junho;PA;22.954.165
2012;Junho;PB;16.087.546
2012;Junho;PE;50.194.489
2012;Junho;PI;10.152.120
2012;Junho;PR;178.443.095
2012;Junho;RJ;341.752.001
2012;Junho;RN;16.714.015
2012;Junho;RO;8.865.745
2012;Junho;RR;2.833.698
2012;Junho;RS;136.167.359
2012;Junho;SC;110.520.169
2012;Junho;SE;13.713.731
2012;Junho;SP;753.302.635
2012;Junho;TO;5.379.276
2012;Julho;AC;4.001.904
2012;Julho;AL;13.536.594
2012;Julho;AM;17.812.092
2012;Julho;AP;3.136.003
2012;Julho;BA;60.682.990
2012;Julho;CE;36.619.820
2012;Julho;DF;71.324.883
2012;Julho;ES;31.248.642
2012;Julho;GO;41.562.250
2012;Julho;MA;16.458.482
2012;Julho;MG;141.507.827
2012;Julho;MS;22.845.841
2012;Julho;MT;21.954.547
2012;Julho;PA;22.790.336
2012;Julho;PB;16.477.262
2012;Julho;PE;47.333.581
2012;Julho;PI;10.474.731
2012;Julho;PR;92.386.044
2012;Julho;RJ;371.467.661
2012;Julho;RN;16.452.958
2012;Julho;RO;8.417.506
2012;Julho;RR;3.320.405
2012;Julho;RS;112.106.085
2012;Julho;SC;55.516.575
2012;Julho;SE;14.689.148
2012;Julho;SP;851.228.910
2012;Julho;TO;4.842.584
2012;Agosto;AC;3.585.014
2012;Agosto;AL;12.327.513
2012;Agosto;AM;15.303.815
2012;Agosto;AP;2.641.946
2012;Agosto;BA;47.049.522
2012;Agosto;CE;26.912.627
2012;Agosto;DF;42.717.049
2012;Agosto;ES;24.586.998
2012;Agosto;GO;38.441.904
2012;Agosto;MA;14.196.893
2012;Agosto;MG;131.202.128
2012;Agosto;MS;23.105.691
2012;Agosto;MT;19.732.496
2012;Agosto;PA;20.312.128
2012;Agosto;PB;14.345.309
2012;Agosto;PE;91.124.125
2012;Agosto;PI;9.074.695
2012;Agosto;PR;84.185.664
2012;Agosto;RJ;296.872.946
2012;Agosto;RN;14.575.677
2012;Agosto;RO;7.577.790
2012;Agosto;RR;3.313.916
2012;Agosto;RS;151.606.617
2012;Agosto;SC;50.595.519
2012;Agosto;SE;14.010.564
2012;Agosto;SP;695.480.994
2012;Agosto;TO;4.050.577
2012;Setembro;AC;2.936.295
2012;Setembro;AL;10.190.063
2012;Setembro;AM;12.254.391
2012;Setembro;AP;2.428.229
2012;Setembro;BA;47.207.313
2012;Setembro;CE;26.427.924
2012;Setembro;DF;56.241.398
2012;Setembro;ES;24.795.781
2012;Setembro;GO;36.163.619
2012;Setembro;MA;12.616.045
2012;Setembro;MG;133.764.554
2012;Setembro;MS;19.733.372
2012;Setembro;MT;19.978.815
2012;Setembro;PA;18.613.791
2012;Setembro;PB;12.303.361
2012;Setembro;PE;39.780.575
2012;Setembro;PI;8.130.049
2012;Setembro;PR;80.438.697
2012;Setembro;RJ;255.473.744
2012;Setembro;RN;12.839.983
2012;Setembro;RO;6.704.938
2012;Setembro;RR;2.264.340
2012;Setembro;RS;99.476.437
2012;Setembro;SC;47.004.642
2012;Setembro;SE;10.833.378
2012;Setembro;SP;817.200.808
2012;Setembro;TO;3.576.776
2012;Outubro;AC;3.132.913
2012;Outubro;AL;11.675.122
2012;Outubro;AM;13.271.692
2012;Outubro;AP;2.584.461
2012;Outubro;BA;44.648.677
2012;Outubro;CE;29.341.505
2012;Outubro;DF;48.806.034
2012;Outubro;ES;24.133.920
2012;Outubro;GO;35.791.502
2012;Outubro;MA;13.466.403
2012;Outubro;MG;128.174.690
2012;Outubro;MS;20.113.398
2012;Outubro;MT;17.378.167
2012;Outubro;PA;19.172.778
2012;Outubro;PB;13.399.135
2012;Outubro;PE;48.292.498
2012;Outubro;PI;8.267.923
2012;Outubro;PR;87.083.957
2012;Outubro;RJ;257.152.373
2012;Outubro;RN;13.471.295
2012;Outubro;RO;7.131.886
2012;Outubro;RR;2.552.607
2012;Outubro;RS;107.487.468
2012;Outubro;SC;40.828.731
2012;Outubro;SE;12.729.287
2012;Outubro;SP;601.033.250
2012;Outubro;TO;3.734.320
2012;Novembro;AC;2.883.148
2012;Novembro;AL;10.997.033
2012;Novembro;AM;12.636.645
2012;Novembro;AP;2.350.198
2012;Novembro;BA;46.547.694
2012;Novembro;CE;26.053.985
2012;Novembro;DF;59.477.127
2012;Novembro;ES;28.188.874
2012;Novembro;GO;34.028.581
2012;Novembro;MA;11.939.937
2012;Novembro;MG;116.976.695
2012;Novembro;MS;18.289.395
2012;Novembro;MT;18.317.335
2012;Novembro;PA;19.948.079
2012;Novembro;PB;12.853.723
2012;Novembro;PE;34.346.761
2012;Novembro;PI;7.875.684
2012;Novembro;PR;88.850.931
2012;Novembro;RJ;248.869.653
2012;Novembro;RN;13.334.006
2012;Novembro;RO;7.119.012
2012;Novembro;RR;2.160.280
2012;Novembro;RS;103.227.815
2012;Novembro;SC;42.802.703
2012;Novembro;SE;11.811.906
2012;Novembro;SP;1.399.822.245
2012;Novembro;TO;3.278.731
2012;Dezembro;AC;1.305.367
2012;Dezembro;AL;6.292.872
2012;Dezembro;AM;7.155.188
2012;Dezembro;AP;1.224.266
2012;Dezembro;BA;23.832.090
2012;Dezembro;CE;29.643.926
2012;Dezembro;DF;28.013.828
2012;Dezembro;ES;11.942.866
2012;Dezembro;GO;17.556.248
2012;Dezembro;MA;6.014.761
2012;Dezembro;MG;82.339.116
2012;Dezembro;MS;10.406.604
2012;Dezembro;MT;8.509.766
2012;Dezembro;PA;10.418.343
2012;Dezembro;PB;6.244.579
2012;Dezembro;PE;19.771.328
2012;Dezembro;PI;3.526.948
2012;Dezembro;PR;49.369.876
2012;Dezembro;RJ;194.138.214
2012;Dezembro;RN;11.354.740
2012;Dezembro;RO;3.294.553
2012;Dezembro;RR;1.332.287
2012;Dezembro;RS;61.513.300
2012;Dezembro;SC;26.938.162
2012;Dezembro;SE;6.322.470
2012;Dezembro;SP;511.710.520
2012;Dezembro;TO;1.751.382
2013;Janeiro;AC;1.508.827
2013;Janeiro;AL;5.457.855
2013;Janeiro;AM;8.138.354
2013;Janeiro;AP;1.859.194
2013;Janeiro;BA;26.861.826
2013;Janeiro;CE;17.534.771
2013;Janeiro;DF;24.439.834
2013;Janeiro;ES;15.595.552
2013;Janeiro;GO;21.884.215
2013;Janeiro;MA;6.849.359
2013;Janeiro;MG;85.874.209
2013;Janeiro;MS;9.859.528
2013;Janeiro;MT;8.643.949
2013;Janeiro;PA;11.318.141
2013;Janeiro;PB;6.817.801
2013;Janeiro;PE;16.527.169
2013;Janeiro;PI;3.249.982
2013;Janeiro;PR;75.957.705
2013;Janeiro;RJ;232.464.164
2013;Janeiro;RN;7.135.698
2013;Janeiro;RO;4.084.531
2013;Janeiro;RR;1.467.608
2013;Janeiro;RS;57.564.976
2013;Janeiro;SC;30.649.025
2013;Janeiro;SE;4.710.253
2013;Janeiro;SP;452.900.582
2013;Janeiro;TO;1.885.029
2013;Fevereiro;AC;1.237.960
2013;Fevereiro;AL;4.565.863
2013;Fevereiro;AM;6.984.191
2013;Fevereiro;AP;1.448.444
2013;Fevereiro;BA;19.434.627
2013;Fevereiro;CE;14.960.351
2013;Fevereiro;DF;23.098.167
2013;Fevereiro;ES;10.535.930
2013;Fevereiro;GO;24.686.721
2013;Fevereiro;MA;6.240.782
2013;Fevereiro;MG;70.599.287
2013;Fevereiro;MS;8.396.697
2013;Fevereiro;MT;7.436.106
2013;Fevereiro;PA;8.905.182
2013;Fevereiro;PB;6.003.450
2013;Fevereiro;PE;15.966.113
2013;Fevereiro;PI;4.063.840
2013;Fevereiro;PR;44.216.683
2013;Fevereiro;RJ;183.841.500
2013;Fevereiro;RN;6.100.043
2013;Fevereiro;RO;2.790.071
2013;Fevereiro;RR;1.399.777
2013;Fevereiro;RS;60.532.518
2013;Fevereiro;SC;24.881.486
2013;Fevereiro;SE;4.810.582
2013;Fevereiro;SP;491.407.114
2013;Fevereiro;TO;1.838.238
2013;Março;AC;1.186.615
2013;Março;AL;4.298.744
2013;Março;AM;7.130.415
2013;Março;AP;1.268.372
2013;Março;BA;19.668.881
2013;Março;CE;12.587.777
2013;Março;DF;25.684.473
2013;Março;ES;11.507.263
2013;Março;GO;18.427.491
2013;Março;MA;5.902.628
2013;Março;MG;86.010.178
2013;Março;MS;8.853.481
2013;Março;MT;7.293.021
2013;Março;PA;8.487.937
2013;Março;PB;6.733.307
2013;Março;PE;18.080.200
2013;Março;PI;3.468.257
2013;Março;PR;50.562.276
2013;Março;RJ;197.907.441
2013;Março;RN;7.374.163
2013;Março;RO;3.306.411
2013;Março;RR;1.389.200
2013;Março;RS;52.423.861
2013;Março;SC;27.015.032
2013;Março;SE;4.465.623
2013;Março;SP;423.474.948
2013;Março;TO;1.731.115
2013;Abril;AC;7.538.545
2013;Abril;AL;47.753.329
2013;Abril;AM;37.169.410
2013;Abril;AP;6.746.269
2013;Abril;BA;143.605.079
2013;Abril;CE;100.874.213
2013;Abril;DF;182.771.060
2013;Abril;ES;110.592.049
2013;Abril;GO;143.868.285
2013;Abril;MA;33.433.087
2013;Abril;MG;579.431.920
2013;Abril;MS;88.751.296
2013;Abril;MT;68.553.502
2013;Abril;PA;63.667.017
2013;Abril;PB;62.757.497
2013;Abril;PE;155.127.181
2013;Abril;PI;32.143.952
2013;Abril;PR;441.934.168
2013;Abril;RJ;1.004.101.653
2013;Abril;RN;54.849.253
2013;Abril;RO;27.235.281
2013;Abril;RR;7.654.500
2013;Abril;RS;498.982.038
2013;Abril;SC;222.920.668
2013;Abril;SE;46.409.674
2013;Abril;SP;2.331.070.184
2013;Abril;TO;12.854.402
2013;Maio;AC;4.615.419
2013;Maio;AL;17.632.840
2013;Maio;AM;20.996.615
2013;Maio;AP;3.905.775
2013;Maio;BA;68.334.115
2013;Maio;CE;50.262.401
2013;Maio;DF;74.479.350
2013;Maio;ES;40.368.021
2013;Maio;GO;57.620.082
2013;Maio;MA;20.386.920
2013;Maio;MG;210.322.726
2013;Maio;MS;35.421.473
2013;Maio;MT;31.596.513
2013;Maio;PA;32.740.753
2013;Maio;PB;23.518.165
2013;Maio;PE;58.874.448
2013;Maio;PI;14.215.666
2013;Maio;PR;172.429.299
2013;Maio;RJ;385.863.544
2013;Maio;RN;23.430.389
2013;Maio;RO;11.732.697
2013;Maio;RR;3.872.460
2013;Maio;RS;169.109.606
2013;Maio;SC;80.792.749
2013;Maio;SE;19.088.942
2013;Maio;SP;1.026.608.321
2013;Maio;TO;6.556.960
2013;Junho;AC;4.150.524
2013;Junho;AL;15.691.983
2013;Junho;AM;17.892.253
2013;Junho;AP;3.881.422
2013;Junho;BA;59.771.320
2013;Junho;CE;37.427.471
2013;Junho;DF;56.775.006
2013;Junho;ES;36.634.982
2013;Junho;GO;51.247.134
2013;Junho;MA;19.080.641
2013;Junho;MG;161.819.941
2013;Junho;MS;29.227.005
2013;Junho;MT;26.783.163
2013;Junho;PA;27.288.636
2013;Junho;PB;19.009.786
2013;Junho;PE;52.806.422
2013;Junho;PI;12.692.149
2013;Junho;PR;125.302.500
2013;Junho;RJ;566.323.610
2013;Junho;RN;19.701.738
2013;Junho;RO;9.640.598
2013;Junho;RR;3.650.946
2013;Junho;RS;141.230.543
2013;Junho;SC;59.087.603
2013;Junho;SE;18.983.492
2013;Junho;SP;770.013.898
2013;Junho;TO;5.794.643
2013;Julho;AC;4.123.477
2013;Julho;AL;16.646.743
2013;Julho;AM;18.985.849
2013;Julho;AP;3.756.698
2013;Julho;BA;58.441.359
2013;Julho;CE;40.129.822
2013;Julho;DF;53.102.541
2013;Julho;ES;32.343.394
2013;Julho;GO;48.618.365
2013;Julho;MA;18.898.334
2013;Julho;MG;163.171.794
2013;Julho;MS;27.591.793
2013;Julho;MT;26.745.606
2013;Julho;PA;27.954.320
2013;Julho;PB;19.058.962
2013;Julho;PE;49.715.505
2013;Julho;PI;12.213.253
2013;Julho;PR;119.664.000
2013;Julho;RJ;329.536.323
2013;Julho;RN;19.389.573
2013;Julho;RO;9.785.836
2013;Julho;RR;3.547.236
2013;Julho;RS;133.734.058
2013;Julho;SC;60.456.849
2013;Julho;SE;16.822.476
2013;Julho;SP;775.813.952
2013;Julho;TO;5.718.137
2013;Agosto;AC;4.008.828
2013;Agosto;AL;13.320.314
2013;Agosto;AM;16.828.247
2013;Agosto;AP;3.561.408
2013;Agosto;BA;53.472.143
2013;Agosto;CE;39.405.601
2013;Agosto;DF;46.141.919
2013;Agosto;ES;29.039.632
2013;Agosto;GO;56.547.227
2013;Agosto;MA;17.788.783
2013;Agosto;MG;145.909.060
2013;Agosto;MS;26.324.867
2013;Agosto;MT;23.187.897
2013;Agosto;PA;25.512.355
2013;Agosto;PB;17.678.140
2013;Agosto;PE;59.163.815
2013;Agosto;PI;13.699.235
2013;Agosto;PR;96.068.100
2013;Agosto;RJ;319.033.930
2013;Agosto;RN;17.707.283
2013;Agosto;RO;8.853.180
2013;Agosto;RR;3.118.203
2013;Agosto;RS;126.074.169
2013;Agosto;SC;55.964.021
2013;Agosto;SE;16.875.772
2013;Agosto;SP;761.840.529
2013;Agosto;TO;5.342.206
2013;Setembro;AC;3.707.003
2013;Setembro;AL;13.611.905
2013;Setembro;AM;14.902.275
2013;Setembro;AP;3.345.014
2013;Setembro;BA;52.214.796
2013;Setembro;CE;29.767.692
2013;Setembro;DF;43.482.713
2013;Setembro;ES;28.761.517
2013;Setembro;GO;39.351.424
2013;Setembro;MA;16.003.905
2013;Setembro;MG;139.931.475
2013;Setembro;MS;23.738.345
2013;Setembro;MT;23.159.207
2013;Setembro;PA;22.739.815
2013;Setembro;PB;15.538.372
2013;Setembro;PE;45.709.241
2013;Setembro;PI;10.241.934
2013;Setembro;PR;90.449.495
2013;Setembro;RJ;395.986.722
2013;Setembro;RN;16.137.585
2013;Setembro;RO;8.534.539
2013;Setembro;RR;2.794.777
2013;Setembro;RS;115.435.542
2013;Setembro;SC;49.660.891
2013;Setembro;SE;13.889.964
2013;Setembro;SP;723.855.635
2013;Setembro;TO;4.857.713
2013;Outubro;AC;3.975.757
2013;Outubro;AL;12.780.024
2013;Outubro;AM;15.650.031
2013;Outubro;AP;3.452.631
2013;Outubro;BA;50.503.891
2013;Outubro;CE;30.358.590
2013;Outubro;DF;46.584.432
2013;Outubro;ES;28.549.391
2013;Outubro;GO;40.183.529
2013;Outubro;MA;16.383.420
2013;Outubro;MG;142.797.426
2013;Outubro;MS;24.782.317
2013;Outubro;MT;21.564.169
2013;Outubro;PA;23.668.405
2013;Outubro;PB;16.250.773
2013;Outubro;PE;42.103.716
2013;Outubro;PI;10.047.282
2013;Outubro;PR;88.990.665
2013;Outubro;RJ;398.722.060
2013;Outubro;RN;16.636.756
2013;Outubro;RO;7.721.974
2013;Outubro;RR;3.039.570
2013;Outubro;RS;108.810.271
2013;Outubro;SC;51.498.013
2013;Outubro;SE;13.143.988
2013;Outubro;SP;702.802.048
2013;Outubro;TO;5.876.979
2013;Novembro;AC;3.202.176
2013;Novembro;AL;13.667.123
2013;Novembro;AM;14.131.244
2013;Novembro;AP;3.258.369
2013;Novembro;BA;49.907.413
2013;Novembro;CE;27.140.237
2013;Novembro;DF;62.226.394
2013;Novembro;ES;26.445.018
2013;Novembro;GO;37.098.489
2013;Novembro;MA;18.280.747
2013;Novembro;MG;150.493.208
2013;Novembro;MS;24.139.435
2013;Novembro;MT;20.390.827
2013;Novembro;PA;22.216.708
2013;Novembro;PB;15.497.078
2013;Novembro;PE;57.989.764
2013;Novembro;PI;9.457.154
2013;Novembro;PR;173.871.339
2013;Novembro;RJ;284.560.035
2013;Novembro;RN;16.201.671
2013;Novembro;RO;7.883.074
2013;Novembro;RR;3.375.064
2013;Novembro;RS;115.350.129
2013;Novembro;SC;51.533.277
2013;Novembro;SE;13.432.725
2013;Novembro;SP;1.089.533.450
2013;Novembro;TO;4.711.892
2013;Dezembro;AC;2.093.258
2013;Dezembro;AL;10.600.558
2013;Dezembro;AM;9.920.287
2013;Dezembro;AP;2.049.903
2013;Dezembro;BA;33.257.564
2013;Dezembro;CE;17.924.789
2013;Dezembro;DF;33.832.552
2013;Dezembro;ES;17.448.962
2013;Dezembro;GO;23.768.881
2013;Dezembro;MA;9.206.297
2013;Dezembro;MG;99.902.002
2013;Dezembro;MS;15.685.605
2013;Dezembro;MT;13.528.181
2013;Dezembro;PA;13.924.486
2013;Dezembro;PB;9.428.743
2013;Dezembro;PE;27.249.302
2013;Dezembro;PI;5.424.088
2013;Dezembro;PR;67.555.628
2013;Dezembro;RJ;281.095.147
2013;Dezembro;RN;8.471.999
2013;Dezembro;RO;4.466.384
2013;Dezembro;RR;1.616.680
2013;Dezembro;RS;88.093.978
2013;Dezembro;SC;45.153.933
2013;Dezembro;SE;6.190.895
2013;Dezembro;SP;569.049.504
2013;Dezembro;TO;3.053.107
2014;Janeiro;AC;1.310.523
2014;Janeiro;AL;5.915.952
2014;Janeiro;AM;8.838.129
2014;Janeiro;AP;2.123.961
2014;Janeiro;BA;24.342.446
2014;Janeiro;CE;18.079.395
2014;Janeiro;DF;28.184.968
2014;Janeiro;ES;11.518.905
2014;Janeiro;GO;16.110.291
2014;Janeiro;MA;7.800.662
2014;Janeiro;MG;77.075.425
2014;Janeiro;MS;11.473.827
2014;Janeiro;MT;10.152.188
2014;Janeiro;PA;10.518.579
2014;Janeiro;PB;7.005.223
2014;Janeiro;PE;16.711.009
2014;Janeiro;PI;3.218.264
2014;Janeiro;PR;51.715.379
2014;Janeiro;RJ;225.097.833
2014;Janeiro;RN;6.978.595
2014;Janeiro;RO;3.728.082
2014;Janeiro;RR;1.652.907
2014;Janeiro;RS;67.391.554
2014;Janeiro;SC;99.881.736
2014;Janeiro;SE;6.009.611
2014;Janeiro;SP;611.340.298
2014;Janeiro;TO;2.070.221
2014;Fevereiro;AC;1.400.347
2014;Fevereiro;AL;5.268.447
2014;Fevereiro;AM;7.820.562
2014;Fevereiro;AP;1.640.154
2014;Fevereiro;BA;24.369.998
2014;Fevereiro;CE;15.474.661
2014;Fevereiro;DF;24.274.837
2014;Fevereiro;ES;17.346.780
2014;Fevereiro;GO;16.733.055
2014;Fevereiro;MA;6.590.025
2014;Fevereiro;MG;99.348.414
2014;Fevereiro;MS;9.736.530
2014;Fevereiro;MT;8.286.057
2014;Fevereiro;PA;10.120.895
2014;Fevereiro;PB;6.448.636
2014;Fevereiro;PE;21.403.349
2014;Fevereiro;PI;4.336.964
2014;Fevereiro;PR;52.254.534
