Ano;Mês;UF;  IRPF  
2005;Dezembro;MG;24.950.857
2005;Dezembro;MS;3.104.393
2005;Dezembro;PA;3.238.967
2005;Dezembro;PB;2.034.535
2005;Dezembro;PR;19.976.179
2005;Dezembro;PE;5.995.291
2005;Dezembro;PI;945.547
2005;Dezembro;RJ;77.993.211
2005;Dezembro;RN;3.186.971
2005;Dezembro;RS;20.401.397
2005;Dezembro;RO;1.298.484
2005;Dezembro;RR;511.343
2005;Dezembro;SC;9.640.721
2005;Dezembro;SP;160.484.316
2005;Dezembro;SE;1.528.969
2005;Dezembro;TO;634.004
2006;Janeiro;AC;216.127
2006;Janeiro;AL;1.701.301
2006;Janeiro;AP;391.472
2006;Janeiro;AM;1.585.501
2006;Janeiro;BA;7.838.257
2006;Janeiro;CE;3.878.815
2006;Janeiro;DF;8.986.632
2006;Janeiro;ES;4.922.290
2006;Janeiro;GO;4.079.591
2006;Janeiro;MA;1.668.530
2006;Janeiro;MT;2.129.617
2006;Janeiro;MG;21.540.447
2006;Janeiro;MS;3.193.938
2006;Janeiro;PA;3.133.055
2006;Janeiro;PB;1.745.497
2006;Janeiro;PR;18.091.512
2006;Janeiro;PE;4.744.690
2006;Janeiro;PI;842.811
2006;Janeiro;RJ;62.237.997
2006;Janeiro;RN;1.961.703
2006;Janeiro;RS;17.542.381
2006;Janeiro;RO;678.814
2006;Janeiro;RR;363.423
2006;Janeiro;SC;8.493.178
2006;Janeiro;SP;149.357.643
2006;Janeiro;SE;1.082.476
2006;Janeiro;TO;406.340
2006;Fevereiro;AC;160.408
2006;Fevereiro;AL;1.410.035
2006;Fevereiro;AP;283.861
2006;Fevereiro;AM;1.428.066
2006;Fevereiro;BA;4.758.124
2006;Fevereiro;CE;3.095.154
2006;Fevereiro;DF;7.660.423
2006;Fevereiro;ES;2.986.460
2006;Fevereiro;GO;3.891.516
2006;Fevereiro;MA;1.178.428
2006;Fevereiro;MT;1.706.936
2006;Fevereiro;MG;27.719.033
2006;Fevereiro;MS;2.548.661
2006;Fevereiro;PA;1.665.069
2006;Fevereiro;PB;1.400.437
2006;Fevereiro;PR;12.933.494
2006;Fevereiro;PE;3.581.966
2006;Fevereiro;PI;632.907
2006;Fevereiro;RJ;58.386.171
2006;Fevereiro;RN;1.433.364
2006;Fevereiro;RS;15.298.121
2006;Fevereiro;RO;662.467
2006;Fevereiro;RR;403.638
2006;Fevereiro;SC;7.159.773
2006;Fevereiro;SP;156.511.027
2006;Fevereiro;SE;895.810
2006;Fevereiro;TO;482.242
2006;Março;AC;206.594
2006;Março;AL;2.129.843
2006;Março;AP;428.865
2006;Março;AM;2.135.795
2006;Março;BA;5.378.065
2006;Março;CE;4.607.284
2006;Março;DF;13.267.378
2006;Março;ES;3.741.339
2006;Março;GO;5.878.432
2006;Março;MA;2.204.625
2006;Março;MT;2.288.574
2006;Março;MS;2.834.987
2006;Março;MG;23.361.927
2006;Março;PA;2.491.613
2006;Março;PB;2.090.917
2006;Março;PR;17.032.816
2006;Março;PE;4.726.292
2006;Março;PI;828.072
2006;Março;RJ;69.314.342
2006;Março;RN;2.289.664
2006;Março;RS;21.967.067
2006;Março;RO;1.667.318
2006;Março;RR;376.717
2006;Março;SC;10.013.230
2006;Março;SP;156.453.716
2006;Março;SE;1.213.439
2006;Março;TO;523.673
2006;Abril;AC;1.709.441
2006;Abril;AL;14.601.724
2006;Abril;AP;1.701.948
2006;Abril;AM;13.745.473
2006;Abril;BA;44.212.255
2006;Abril;CE;36.098.724
2006;Abril;DF;68.653.296
2006;Abril;ES;29.890.398
2006;Abril;GO;35.575.855
2006;Abril;MA;8.322.575
2006;Abril;MT;15.282.813
2006;Abril;MS;21.670.880
2006;Abril;MG;243.942.090
2006;Abril;PA;13.964.134
2006;Abril;PB;19.050.453
2006;Abril;PR;125.551.260
2006;Abril;PE;39.503.211
2006;Abril;PI;8.927.708
2006;Abril;RJ;359.661.593
2006;Abril;RN;18.530.432
2006;Abril;RS;165.376.849
2006;Abril;RO;5.805.236
2006;Abril;RR;3.066.480
2006;Abril;SC;74.772.189
2006;Abril;SP;823.683.794
2006;Abril;SE;12.001.533
2006;Abril;TO;3.249.355
2006;Maio;AC;1.226.697
2006;Maio;AL;7.690.903
2006;Maio;AP;1.252.706
2006;Maio;AM;7.915.134
2006;Maio;BA;21.452.884
2006;Maio;CE;16.352.497
2006;Maio;DF;29.202.961
2006;Maio;ES;14.143.213
2006;Maio;GO;19.104.609
2006;Maio;MA;5.227.211
2006;Maio;MT;9.082.989
2006;Maio;MS;11.422.138
2006;Maio;MG;125.548.212
2006;Maio;PA;8.896.273
2006;Maio;PB;7.533.748
2006;Maio;PR;52.343.279
2006;Maio;PE;21.321.451
2006;Maio;PI;4.128.998
2006;Maio;RJ;151.759.157
2006;Maio;RN;7.511.866
2006;Maio;RS;79.739.037
2006;Maio;RO;3.516.948
2006;Maio;RR;1.504.723
2006;Maio;SC;28.667.445
2006;Maio;SP;382.164.687
2006;Maio;SE;5.277.877
2006;Maio;TO;1.912.038
2006;Junho;AC;1.139.046
2006;Junho;AL;5.723.625
2006;Junho;AP;1.209.028
2006;Junho;AM;6.313.621
2006;Junho;BA;17.976.446
2006;Junho;CE;13.814.779
2006;Junho;DF;25.760.520
2006;Junho;ES;11.343.191
2006;Junho;GO;16.049.689
2006;Junho;MA;9.840.226
2006;Junho;MT;7.936.585
2006;Junho;MS;10.764.026
2006;Junho;MG;58.549.611
2006;Junho;PA;7.674.350
2006;Junho;PB;6.212.125
2006;Junho;PR;43.336.162
2006;Junho;PE;16.194.950
2006;Junho;PI;3.530.289
2006;Junho;RJ;136.110.636
2006;Junho;RN;6.248.774
2006;Junho;RS;57.729.437
2006;Junho;RO;3.091.825
2006;Junho;RR;1.135.376
2006;Junho;SC;22.502.812
2006;Junho;SP;358.841.916
2006;Junho;SE;4.323.841
2006;Junho;TO;1.848.642
2006;Julho;AC;1.107.597
2006;Julho;AL;5.231.715
2006;Julho;AP;1.058.917
2006;Julho;AM;6.017.596
2006;Julho;BA;19.061.764
2006;Julho;CE;14.108.722
2006;Julho;DF;22.315.715
2006;Julho;ES;10.484.415
2006;Julho;GO;13.890.264
2006;Julho;MA;4.023.509
2006;Julho;MT;7.068.042
2006;Julho;MS;8.778.518
2006;Julho;MG;49.045.750
2006;Julho;PA;7.086.354
2006;Julho;PB;5.862.853
2006;Julho;PR;39.355.585
2006;Julho;PE;14.755.902
2006;Julho;PI;3.355.678
2006;Julho;RJ;115.352.933
2006;Julho;RN;6.238.369
2006;Julho;RS;53.288.687
2006;Julho;RO;2.814.084
2006;Julho;RR;1.273.216
2006;Julho;SC;41.458.323
2006;Julho;SP;284.782.733
2006;Julho;SE;4.162.276
2006;Julho;TO;1.581.848
2006;Agosto;AC;960.020
2006;Agosto;AL;5.903.322
2006;Agosto;AP;1.370.230
2006;Agosto;AM;6.232.097
2006;Agosto;BA;16.447.755
2006;Agosto;CE;13.453.154
2006;Agosto;DF;22.706.825
2006;Agosto;ES;10.888.086
2006;Agosto;GO;14.142.003
2006;Agosto;MA;3.949.299
2006;Agosto;MT;6.981.412
2006;Agosto;MS;10.480.626
2006;Agosto;MG;50.899.803
2006;Agosto;PA;7.086.296
2006;Agosto;PB;5.769.367
2006;Agosto;PR;39.494.782
2006;Agosto;PE;15.080.879
2006;Agosto;PI;3.552.142
2006;Agosto;RJ;119.088.076
2006;Agosto;RN;6.849.379
2006;Agosto;RS;53.010.677
2006;Agosto;RO;2.847.382
2006;Agosto;RR;1.462.872
2006;Agosto;SC;20.053.121
2006;Agosto;SP;249.497.411
2006;Agosto;SE;7.318.018
2006;Agosto;TO;1.572.725
2006;Setembro;AC;1.041.159
2006;Setembro;AL;4.373.538
2006;Setembro;AP;1.001.135
2006;Setembro;AM;5.963.632
2006;Setembro;BA;14.348.956
2006;Setembro;CE;16.120.584
2006;Setembro;DF;20.755.129
2006;Setembro;ES;9.848.097
2006;Setembro;GO;12.754.584
2006;Setembro;MA;3.470.960
2006;Setembro;MT;6.632.344
2006;Setembro;MS;8.094.236
2006;Setembro;MG;49.828.181
2006;Setembro;PA;6.712.807
2006;Setembro;PB;5.234.065
2006;Setembro;PR;35.921.676
2006;Setembro;PE;14.410.815
2006;Setembro;PI;4.012.145
2006;Setembro;RJ;111.586.046
2006;Setembro;RN;5.904.167
2006;Setembro;RS;47.367.141
2006;Setembro;RO;2.505.917
2006;Setembro;RR;1.098.415
2006;Setembro;SC;17.947.261
2006;Setembro;SP;254.281.646
2006;Setembro;SE;3.701.888
2006;Setembro;TO;1.359.899
2006;Outubro;AC;442.527
2006;Outubro;AL;2.298.025
2006;Outubro;AP;581.383
2006;Outubro;AM;4.205.671
2006;Outubro;BA;8.511.413
2006;Outubro;CE;4.476.083
2006;Outubro;DF;13.523.292
2006;Outubro;ES;4.410.542
2006;Outubro;GO;7.570.213
2006;Outubro;MA;1.785.125
2006;Outubro;MT;2.880.380
2006;Outubro;MS;16.766.318
2006;Outubro;MG;23.530.896
2006;Outubro;PA;3.195.856
2006;Outubro;PB;2.531.989
2006;Outubro;PR;16.582.792
2006;Outubro;PE;6.925.802
2006;Outubro;PI;1.222.749
2006;Outubro;RJ;65.474.157
2006;Outubro;RN;3.047.955
2006;Outubro;RS;20.671.570
2006;Outubro;RO;882.180
2006;Outubro;RR;560.026
2006;Outubro;SC;12.115.000
2006;Outubro;SP;208.135.616
2006;Outubro;SE;1.316.586
2006;Outubro;TO;722.211
2006;Novembro;AC;543.326
2006;Novembro;AL;2.874.647
2006;Novembro;AP;431.906
2006;Novembro;AM;2.830.784
2006;Novembro;BA;9.942.791
2006;Novembro;CE;4.290.443
2006;Novembro;DF;10.363.508
2006;Novembro;ES;5.169.705
2006;Novembro;GO;8.174.694
2006;Novembro;MA;1.785.151
2006;Novembro;MT;2.530.307
2006;Novembro;MS;6.557.331
2006;Novembro;MG;25.069.436
2006;Novembro;PA;2.768.327
2006;Novembro;PB;2.758.116
2006;Novembro;PR;17.388.673
2006;Novembro;PE;7.450.604
2006;Novembro;PI;1.129.025
2006;Novembro;RJ;72.519.865
2006;Novembro;RN;2.725.714
2006;Novembro;RS;22.463.212
2006;Novembro;RO;884.359
2006;Novembro;RR;511.364
2006;Novembro;SC;9.359.722
2006;Novembro;SP;178.391.063
2006;Novembro;SE;1.585.567
2006;Novembro;TO;577.534
2006;Dezembro;AC;547.484
2006;Dezembro;AL;2.143.932
2006;Dezembro;AP;563.663
2006;Dezembro;AM;3.462.598
2006;Dezembro;BA;14.112.085
2006;Dezembro;CE;5.466.820
2006;Dezembro;DF;16.004.725
2006;Dezembro;ES;4.557.903
2006;Dezembro;GO;6.172.872
2006;Dezembro;MA;1.991.996
2006;Dezembro;MT;3.737.560
2006;Dezembro;MS;3.940.939
2006;Dezembro;MG;29.561.482
2006;Dezembro;PA;3.704.134
2006;Dezembro;PB;3.108.604
2006;Dezembro;PR;29.173.196
2006;Dezembro;PE;7.477.462
2006;Dezembro;PI;1.530.278
2006;Dezembro;RJ;98.242.870
2006;Dezembro;RN;3.656.724
2006;Dezembro;RS;23.196.618
2006;Dezembro;RO;949.261
2006;Dezembro;RR;526.258
2006;Dezembro;SC;10.651.979
2006;Dezembro;SP;204.051.567
2006;Dezembro;SE;1.536.200
2006;Dezembro;TO;502.823
2007;Janeiro;AC;438.823
2007;Janeiro;AL;2.162.510
2007;Janeiro;AP;611.032
2007;Janeiro;AM;2.542.232
2007;Janeiro;BA;6.819.754
2007;Janeiro;CE;11.280.613
2007;Janeiro;DF;16.460.263
2007;Janeiro;ES;4.795.069
2007;Janeiro;GO;4.878.090
2007;Janeiro;MA;1.614.089
2007;Janeiro;MT;2.951.897
2007;Janeiro;MS;2.490.534
2007;Janeiro;MG;30.787.307
2007;Janeiro;PA;2.759.474
2007;Janeiro;PB;2.168.501
2007;Janeiro;PR;17.275.369
2007;Janeiro;PE;12.033.240
2007;Janeiro;PI;1.086.687
2007;Janeiro;RJ;143.321.483
2007;Janeiro;RN;2.629.527
2007;Janeiro;RS;21.783.527
2007;Janeiro;RO;648.967
2007;Janeiro;RR;462.394
2007;Janeiro;SC;7.989.276
2007;Janeiro;SP;264.310.027
2007;Janeiro;SE;1.469.637
2007;Janeiro;TO;569.107
2007;Fevereiro;AC;277.673
2007;Fevereiro;AL;1.643.158
2007;Fevereiro;AP;397.469
2007;Fevereiro;AM;1.988.733
2007;Fevereiro;BA;11.397.155
2007;Fevereiro;CE;3.574.232
2007;Fevereiro;DF;9.905.547
2007;Fevereiro;ES;4.167.936
2007;Fevereiro;GO;4.704.077
2007;Fevereiro;MA;1.572.893
2007;Fevereiro;MT;2.333.910
2007;Fevereiro;MS;3.534.227
2007;Fevereiro;MG;23.138.226
2007;Fevereiro;PA;2.507.035
2007;Fevereiro;PB;1.826.041
2007;Fevereiro;PR;14.620.657
2007;Fevereiro;PE;4.139.769
2007;Fevereiro;PI;810.609
2007;Fevereiro;RJ;103.888.019
2007;Fevereiro;RN;2.460.745
2007;Fevereiro;RS;67.512.329
2007;Fevereiro;RO;633.104
2007;Fevereiro;RR;477.743
2007;Fevereiro;SC;8.269.668
2007;Fevereiro;SP;176.984.155
2007;Fevereiro;SE;1.871.385
2007;Fevereiro;TO;578.340
2007;Março;AC;417.255
2007;Março;AL;2.097.338
2007;Março;AP;604.443
2007;Março;AM;6.175.380
2007;Março;BA;8.567.707
2007;Março;CE;4.844.483
2007;Março;DF;13.087.782
2007;Março;ES;4.412.683
2007;Março;GO;5.295.974
2007;Março;MA;1.689.635
2007;Março;MT;3.538.807
2007;Março;MS;3.319.020
2007;Março;MG;29.533.789
2007;Março;PA;3.430.757
2007;Março;PB;3.242.254
2007;Março;PR;23.485.972
2007;Março;PE;30.200.978
2007;Março;PI;1.294.884
2007;Março;RJ;91.552.310
2007;Março;RN;2.906.166
2007;Março;RS;27.555.673
2007;Março;RO;1.143.710
2007;Março;RR;628.720
2007;Março;SC;10.730.950
2007;Março;SP;337.018.223
2007;Março;SE;1.900.121
2007;Março;TO;748.369
2007;Abril;AC;2.095.652
2007;Abril;AL;17.508.277
2007;Abril;AP;2.416.194
2007;Abril;AM;17.528.018
2007;Abril;BA;49.627.511
2007;Abril;CE;37.565.129
2007;Abril;DF;77.744.333
2007;Abril;ES;37.147.846
2007;Abril;GO;40.112.736
2007;Abril;MA;9.244.733
2007;Abril;MT;18.575.553
2007;Abril;MS;28.291.774
2007;Abril;MG;209.253.948
2007;Abril;PA;17.857.242
2007;Abril;PB;25.105.533
2007;Abril;PR;170.347.113
2007;Abril;PE;89.311.010
2007;Abril;PI;11.266.485
2007;Abril;RJ;403.733.444
2007;Abril;RN;22.737.407
2007;Abril;RS;211.478.829
2007;Abril;RO;13.948.191
2007;Abril;RR;2.872.999
2007;Abril;SC;81.379.797
2007;Abril;SP;984.652.874
2007;Abril;SE;14.583.096
2007;Abril;TO;3.703.866
2007;Maio;AC;1.328.254
2007;Maio;AL;8.421.759
2007;Maio;AP;1.650.059
2007;Maio;AM;10.677.716
2007;Maio;BA;24.432.331
2007;Maio;CE;16.698.643
2007;Maio;DF;33.042.758
2007;Maio;ES;17.863.482
2007;Maio;GO;18.732.727
2007;Maio;MA;5.363.974
2007;Maio;MT;9.258.646
2007;Maio;MS;13.279.655
2007;Maio;MG;74.973.764
2007;Maio;PA;10.392.972
2007;Maio;PB;8.875.238
2007;Maio;PR;73.340.853
2007;Maio;PE;23.656.631
2007;Maio;PI;5.095.266
2007;Maio;RJ;228.529.824
2007;Maio;RN;9.357.301
2007;Maio;RS;275.399.616
2007;Maio;RO;4.798.942
2007;Maio;RR;1.910.542
2007;Maio;SC;31.397.142
2007;Maio;SP;747.467.456
2007;Maio;SE;6.157.731
2007;Maio;TO;2.151.135
2007;Junho;AC;1.224.825
2007;Junho;AL;7.044.317
2007;Junho;AP;1.955.742
2007;Junho;AM;7.864.652
2007;Junho;BA;22.028.691
2007;Junho;CE;14.780.230
2007;Junho;DF;35.095.032
2007;Junho;ES;13.955.109
2007;Junho;GO;16.213.696
2007;Junho;MA;4.482.911
2007;Junho;MT;9.084.072
2007;Junho;MS;10.976.871
2007;Junho;MG;97.979.768
2007;Junho;PA;9.084.675
2007;Junho;PB;7.073.183
2007;Junho;PR;52.573.597
2007;Junho;PE;20.102.579
2007;Junho;PI;4.112.957
2007;Junho;RJ;167.205.716
2007;Junho;RN;7.390.583
2007;Junho;RS;80.242.523
2007;Junho;RO;3.544.058
2007;Junho;RR;1.328.411
2007;Junho;SC;26.039.981
2007;Junho;SP;410.480.522
2007;Junho;SE;7.833.265
2007;Junho;TO;1.912.870
2007;Julho;AC;1.205.190
2007;Julho;AL;6.053.876
2007;Julho;AP;1.552.613
2007;Julho;AM;7.899.901
2007;Julho;BA;27.079.431
2007;Julho;CE;19.335.263
2007;Julho;DF;32.458.269
2007;Julho;ES;14.198.006
2007;Julho;GO;22.453.933
2007;Julho;MA;5.067.052
2007;Julho;MT;8.634.911
2007;Julho;MS;12.086.713
2007;Julho;MG;83.295.826
2007;Julho;PA;8.795.491
2007;Julho;PB;6.562.330
2007;Julho;PR;62.309.695
2007;Julho;PE;18.335.635
2007;Julho;PI;4.295.840
2007;Julho;RJ;171.566.272
2007;Julho;RN;7.544.639
2007;Julho;RS;63.830.758
2007;Julho;RO;3.869.248
2007;Julho;RR;1.852.979
2007;Julho;SC;25.996.276
2007;Julho;SP;444.397.474
2007;Julho;SE;10.758.533
2007;Julho;TO;1.736.132
2007;Agosto;AC;1.201.749
2007;Agosto;AL;6.015.030
2007;Agosto;AP;1.412.297
2007;Agosto;AM;8.445.699
2007;Agosto;BA;19.556.457
2007;Agosto;CE;17.418.657
2007;Agosto;DF;25.810.161
2007;Agosto;ES;14.107.804
2007;Agosto;GO;18.411.645
2007;Agosto;MA;5.394.172
2007;Agosto;MT;8.950.892
2007;Agosto;MS;10.886.227
2007;Agosto;MG;93.585.264
2007;Agosto;PA;9.381.323
2007;Agosto;PB;6.339.099
2007;Agosto;PR;50.509.794
2007;Agosto;PE;17.576.387
2007;Agosto;PI;3.945.186
2007;Agosto;RJ;210.428.438
2007;Agosto;RN;8.824.088
2007;Agosto;RS;73.311.862
2007;Agosto;RO;3.445.188
2007;Agosto;RR;1.606.552
2007;Agosto;SC;24.696.354
2007;Agosto;SP;563.851.399
2007;Agosto;SE;4.777.824
2007;Agosto;TO;1.777.728
2007;Setembro;AC;966.957
2007;Setembro;AL;5.109.131
2007;Setembro;AP;1.156.192
2007;Setembro;AM;6.977.685
2007;Setembro;BA;16.495.930
2007;Setembro;CE;29.669.878
2007;Setembro;DF;22.441.331
2007;Setembro;ES;12.469.352
2007;Setembro;GO;19.917.668
2007;Setembro;MA;3.804.920
2007;Setembro;MT;7.821.400
2007;Setembro;MS;9.495.090
2007;Setembro;MG;113.013.930
2007;Setembro;PA;6.856.223
2007;Setembro;PB;5.342.945
2007;Setembro;PR;40.987.699
2007;Setembro;PE;16.898.392
2007;Setembro;PI;3.457.122
2007;Setembro;RJ;218.969.237
2007;Setembro;RN;6.492.160
2007;Setembro;RS;56.113.876
2007;Setembro;RO;3.036.318
2007;Setembro;RR;1.228.708
2007;Setembro;SC;22.667.524
2007;Setembro;SP;341.122.737
2007;Setembro;SE;4.676.235
2007;Setembro;TO;1.552.654
2007;Outubro;AC;1.133.025
2007;Outubro;AL;5.702.287
2007;Outubro;AP;1.249.439
2007;Outubro;AM;7.340.642
2007;Outubro;BA;28.655.593
2007;Outubro;CE;12.114.174
2007;Outubro;DF;27.744.126
2007;Outubro;ES;12.599.995
2007;Outubro;GO;13.659.997
2007;Outubro;MA;3.985.361
2007;Outubro;MT;8.059.787
2007;Outubro;MS;10.469.054
2007;Outubro;MG;134.268.996
2007;Outubro;PA;7.607.187
2007;Outubro;PB;6.177.166
2007;Outubro;PR;43.714.945
2007;Outubro;PE;15.395.625
2007;Outubro;PI;3.681.168
2007;Outubro;RJ;149.962.551
2007;Outubro;RN;6.516.328
2007;Outubro;RS;55.271.972
2007;Outubro;RO;2.922.571
2007;Outubro;RR;1.379.887
2007;Outubro;SC;26.988.711
2007;Outubro;SP;404.681.323
2007;Outubro;SE;4.734.400
2007;Outubro;TO;1.476.117
2007;Novembro;AC;1.151.747
2007;Novembro;AL;16.359.734
2007;Novembro;AP;1.116.373
2007;Novembro;AM;6.202.671
2007;Novembro;BA;26.223.107
2007;Novembro;CE;11.383.957
2007;Novembro;DF;26.334.621
2007;Novembro;ES;11.241.068
2007;Novembro;GO;13.879.618
2007;Novembro;MA;2.976.501
2007;Novembro;MT;8.265.198
2007;Novembro;MS;30.696.510
2007;Novembro;MG;63.368.123
2007;Novembro;PA;8.857.431
2007;Novembro;PB;5.425.650
2007;Novembro;PR;42.761.453
2007;Novembro;PE;19.598.058
2007;Novembro;PI;3.404.965
2007;Novembro;RJ;229.950.733
2007;Novembro;RN;7.149.930
2007;Novembro;RS;80.385.062
2007;Novembro;RO;2.769.459
2007;Novembro;RR;1.232.184
2007;Novembro;SC;22.017.224
2007;Novembro;SP;738.589.544
2007;Novembro;SE;4.160.482
2007;Novembro;TO;1.396.791
2007;Dezembro;AC;442.071
2007;Dezembro;AL;4.770.041
2007;Dezembro;AP;677.971
2007;Dezembro;AM;3.899.508
2007;Dezembro;BA;15.249.217
2007;Dezembro;CE;7.586.274
2007;Dezembro;DF;18.209.886
2007;Dezembro;ES;8.423.766
2007;Dezembro;GO;10.242.902
2007;Dezembro;MA;2.039.933
2007;Dezembro;MT;3.759.359
2007;Dezembro;MS;5.831.066
2007;Dezembro;MG;42.239.423
2007;Dezembro;PA;4.803.294
2007;Dezembro;PB;3.116.261
2007;Dezembro;PR;27.420.485
2007;Dezembro;PE;13.547.385
2007;Dezembro;PI;1.788.855
2007;Dezembro;RJ;130.836.340
2007;Dezembro;RN;13.023.167
2007;Dezembro;RS;40.911.594
2007;Dezembro;RO;1.471.960
2007;Dezembro;RR;715.578
2007;Dezembro;SC;16.670.831
2007;Dezembro;SP;679.246.765
2007;Dezembro;SE;1.982.037
2007;Dezembro;TO;999.657
2008;Janeiro;AC;431.818
2008;Janeiro;AL;3.267.455
2008;Janeiro;AP;632.358
2008;Janeiro;AM;3.058.716
2008;Janeiro;BA;15.876.727
2008;Janeiro;CE;8.040.513
2008;Janeiro;DF;15.568.223
2008;Janeiro;ES;7.318.966
2008;Janeiro;GO;9.913.928
2008;Janeiro;MA;2.229.701
2008;Janeiro;MT;4.339.897
2008;Janeiro;MS;3.881.190
2008;Janeiro;MG;66.773.003
2008;Janeiro;PA;3.878.131
2008;Janeiro;PB;2.893.249
2008;Janeiro;PR;23.740.383
2008;Janeiro;PE;7.512.605
2008;Janeiro;PI;1.575.700
2008;Janeiro;RJ;115.306.012
2008;Janeiro;RN;2.790.327
2008;Janeiro;RS;36.346.142
2008;Janeiro;RO;1.341.789
2008;Janeiro;RR;586.799
2008;Janeiro;SC;14.963.509
2008;Janeiro;SP;344.165.748
2008;Janeiro;SE;2.482.899
2008;Janeiro;TO;860.856
2008;Fevereiro;AC;395.069
2008;Fevereiro;AL;3.068.579
2008;Fevereiro;AP;558.788
2008;Fevereiro;AM;2.892.736
2008;Fevereiro;BA;10.270.933
2008;Fevereiro;CE;6.711.357
2008;Fevereiro;DF;15.007.311
2008;Fevereiro;ES;9.687.588
2008;Fevereiro;GO;6.482.496
2008;Fevereiro;MA;1.563.995
2008;Fevereiro;MT;3.308.660
2008;Fevereiro;MS;4.444.604
2008;Fevereiro;MG;65.782.716
2008;Fevereiro;PA;3.068.451
2008;Fevereiro;PB;2.245.445
2008;Fevereiro;PR;21.756.273
2008;Fevereiro;PE;12.338.537
2008;Fevereiro;PI;1.520.118
2008;Fevereiro;RJ;118.120.270
2008;Fevereiro;RN;3.434.564
2008;Fevereiro;RS;127.871.449
2008;Fevereiro;RO;1.170.315
2008;Fevereiro;RR;755.746
2008;Fevereiro;SC;20.816.601
2008;Fevereiro;SP;226.754.669
2008;Fevereiro;SE;3.160.962
2008;Fevereiro;TO;619.940
2008;Março;AC;555.938
2008;Março;AL;3.008.493
2008;Março;AP;732.755
2008;Março;AM;4.336.501
2008;Março;BA;11.595.426
2008;Março;CE;7.164.419
2008;Março;DF;16.205.435
2008;Março;ES;8.947.465
2008;Março;GO;9.188.305
2008;Março;MA;1.817.169
2008;Março;MT;3.090.043
2008;Março;MS;4.269.393
2008;Março;MG;274.506.169
2008;Março;PA;3.969.421
2008;Março;PB;2.676.908
2008;Março;PR;31.364.463
2008;Março;PE;8.637.154
2008;Março;PI;1.324.557
2008;Março;RJ;99.795.259
2008;Março;RN;3.418.131
2008;Março;RS;33.301.485
2008;Março;RO;1.260.487
2008;Março;RR;662.308
2008;Março;SC;15.873.923
2008;Março;SP;277.234.803
2008;Março;SE;2.242.511
2008;Março;TO;941.867
2008;Abril;AC;2.508.076
2008;Abril;AL;31.329.158
2008;Abril;AP;2.410.081
2008;Abril;AM;18.450.259
2008;Abril;BA;66.802.621
2008;Abril;CE;51.025.508
2008;Abril;DF;88.296.133
2008;Abril;ES;50.460.181
2008;Abril;GO;56.432.793
2008;Abril;MA;11.846.274
2008;Abril;MT;22.947.331
2008;Abril;MS;36.064.844
2008;Abril;MG;245.319.039
2008;Abril;PA;21.945.944
2008;Abril;PB;27.841.559
2008;Abril;PR;219.086.067
2008;Abril;PE;78.671.555
2008;Abril;PI;13.213.713
2008;Abril;RJ;452.206.370
2008;Abril;RN;24.650.075
2008;Abril;RS;245.553.090
2008;Abril;RO;8.964.358
2008;Abril;RR;3.369.745
2008;Abril;SC;107.750.377
2008;Abril;SP;1.291.772.797
2008;Abril;SE;18.226.388
2008;Abril;TO;4.747.068
2008;Maio;AC;1.748.939
2008;Maio;AL;9.304.983
2008;Maio;AP;1.604.562
2008;Maio;AM;11.523.257
2008;Maio;BA;32.605.336
2008;Maio;CE;19.157.413
2008;Maio;DF;38.144.585
2008;Maio;ES;21.258.252
2008;Maio;GO;47.277.530
2008;Maio;MA;6.873.667
2008;Maio;MT;11.104.727
2008;Maio;MS;21.902.947
2008;Maio;MG;100.327.304
2008;Maio;PA;12.565.821
2008;Maio;PB;9.798.102
2008;Maio;PR;71.732.268
2008;Maio;PE;44.512.254
2008;Maio;PI;5.906.429
2008;Maio;RJ;242.479.979
2008;Maio;RN;10.212.912
2008;Maio;RS;90.554.594
2008;Maio;RO;5.361.107
2008;Maio;RR;2.195.558
2008;Maio;SC;43.630.362
2008;Maio;SP;502.747.050
2008;Maio;SE;7.758.318
2008;Maio;TO;3.702.409
2008;Junho;AC;1.908.197
2008;Junho;AL;8.997.384
2008;Junho;AP;2.105.355
2008;Junho;AM;29.540.591
2008;Junho;BA;29.547.151
2008;Junho;CE;17.824.298
2008;Junho;DF;32.368.164
2008;Junho;ES;16.413.763
2008;Junho;GO;22.592.675
2008;Junho;MA;7.488.528
2008;Junho;MT;11.357.887
2008;Junho;MS;14.648.630
2008;Junho;MG;97.082.044
2008;Junho;PA;11.927.549
2008;Junho;PB;8.640.462
2008;Junho;PR;67.644.583
2008;Junho;PE;24.556.784
2008;Junho;PI;5.410.146
2008;Junho;RJ;268.883.458
2008;Junho;RN;10.185.682
2008;Junho;RS;94.544.324
2008;Junho;RO;4.513.887
2008;Junho;RR;2.445.959
2008;Junho;SC;34.239.795
2008;Junho;SP;573.892.725
2008;Junho;SE;6.902.043
2008;Junho;TO;2.503.871
2008;Julho;AC;1.738.657
2008;Julho;AL;8.464.714
2008;Julho;AP;4.979.359
2008;Julho;AM;12.854.708
2008;Julho;BA;32.998.139
2008;Julho;CE;21.198.827
2008;Julho;DF;37.607.834
2008;Julho;ES;17.984.526
2008;Julho;GO;20.107.425
2008;Julho;MA;6.183.823
2008;Julho;MT;10.361.799
